id,name_en,name_sanskrit,food_group,calories_per_100g,protein_g,carbs_g,fat_g,fiber_g,vitamins,minerals,rasa,virya,vipaka,guna,dosha_effect,seasonal_suitability,digestion_level,region_common,contraindications,suggested_combinations,therapeutic_uses,recommended_portion
5462,Freshwater Fish,Jala,Fish,200.99852736237307,22.08026618209016,0.0,16.49173991214245,1.0888327701451719,"B2,B1",,"Kashaya,Lavana,Amla",Ushna,Amla,Guru,Balances Pitta,"Winter,Monsoon",Guru,West India,,"Fennel + Mint,Milk + Ghee",Weight management,1 fillet
5463,Grass-fed Pork,Grass-fed Charma,Meat,289.4845398191741,24.75601821519634,3.7987597550739327,16.32076570485743,1.870828622355588,,"Calcium,Iron","Tikta,Amla,Kashaya",Shita,Madhura,"Manda,Teekshna","Aggravates Kapha,Balances Vata","Autumn,Monsoon",Guru,North India,"High cholesterol,Heart disease",Turmeric + Milk,"Digestive aid,Cooling agent",1 fillet
5464,Whole Chickpeas,Whole Chanaka,Legume,108.86905950761549,10.584781974371584,28.15780127569362,3.000927321830618,7.587096280607473,D,"Magnesium,Selenium,Potassium",Madhura,Ushna,Katu,Laghu,"Reduces Kapha,Balances Pitta,Balances Kapha",All,Guru,South India,"Bloating,Gas,Vata imbalance",Ginger + Honey,"Liver support,Respiratory health",1/2 cup cooked
5465,Organic Syrup,Organic Guda,Sweetener,445.47293811287625,0.0,92.06565270951604,0.0,0.5934691417176199,B6,"Sodium,Potassium,Copper","Katu,Tikta",Ushna,Amla,Manda,Reduces Kapha,Spring,Guru,"West India,East India","Pregnancy,Diabetes,Obesity,Kapha imbalance",Black pepper + Turmeric,"Stress relief,Anemia",1 tsp
5466,Creamy Butter,Makkhan,Dairy,62.014849313135535,3.778789649242582,3.848902604112663,7.423847129796481,1.9209565808852047,"D,E",Zinc,"Amla,Tikta",Ushna,Madhura,Manda,"Balances Kapha,Reduces Kapha,Balances Pitta","Autumn,Monsoon",Laghu,Coastal,"Lactose intolerance,Kapha imbalance","Coriander + Coconut,Turmeric + Milk,Cumin + Rice","Joint health,Stress relief,Constipation",1 cup
5467,Whole Beans,Whole Masura,Legume,128.07090244544693,9.463712675125874,14.094838543658101,2.75587386683784,8.302634091189276,B6,,Amla,Shita,Katu,"Laghu,Teekshna","Reduces Kapha,Aggravates Pitta,Reduces Pitta","Monsoon,Autumn",Laghu,"East India,South India","Bloating,Gas,Vata imbalance",Cardamom + Tea,"Respiratory health,Joint health,Anemia",1/2 cup cooked
5468,Saltwater Salmon,Lavana,Fish,153.32982498465003,23.63503458492491,0.0,11.05771995109406,0.3455193142898296,"A,D","Magnesium,Manganese,Zinc,Phosphorus",Amla,Ushna,Katu,"Ruksha,Teekshna",Balances Pitta,"Spring,Summer",Laghu,"West India,Pan-India",,"Cinnamon + Milk,Fennel + Mint","Energy booster,Respiratory health,Stress relief",100g
5469,Organic Butter,Makkhan,Oil,930.1032620351718,0.12853757715816005,0.0,100.85417574094049,1.2718305402190442,,,Tikta,Ushna,Madhura,Teekshna,"Aggravates Kapha,Balances Vata",Monsoon,Laghu,North India,"High cholesterol,Kapha imbalance,Obesity","Cloves + Tea,Ginger + Honey","Joint health,Liver support,Cooling agent",1 tsp
5470,Cold-pressed Ghee,Ghrita,Oil,902.9594756031051,1.2277543091191134,0.0,101.74287943002312,1.6880781688489765,K,"Copper,Magnesium,Manganese,Potassium",Lavana,Ushna,Katu,"Manda,Guru","Balances Pitta,Aggravates Pitta,Balances Vata",All,Guru,South India,"High cholesterol,Kapha imbalance,Obesity","Fennel + Mint,Cardamom + Tea","Skin health,Liver support",1 tbsp
5471,Red Chickpeas,Red Mudga,Legume,148.99187604423918,10.131950771066457,23.580940708677137,0.8472688849150021,8.128219107097173,"C,B6,B3","Sodium,Manganese,Potassium","Amla,Kashaya,Madhura",Shita,Madhura,Teekshna,"Balances Vata,Aggravates Kapha","All,Monsoon",Laghu,"Himalayan,South India","Vata imbalance,Hypertension,Pregnancy,Gas,Bloating,Diabetes",Black pepper + Turmeric,"Joint health,Immunity enhancer,Anemia",1 bowl
5472,Organic Stem,Organic Shaka,Vegetable,15.297646974076542,0.31638042110369924,7.406793015351081,0.7420599907100279,2.450114502554682,"B2,B12","Iron,Magnesium,Selenium,Sodium,Phosphorus","Madhura,Tikta,Lavana",Shita,Amla,"Snigdha,Laghu","Balances Kapha,Reduces Kapha",Summer,Guru,"East India,Coastal",,"Black pepper + Turmeric,Milk + Ghee","Immunity enhancer,Skin health,Energy booster",1 cup
5473,Saltwater Sardine,Lavana,Fish,176.38585449248973,22.878855982246833,7.101583226767211,13.603941806254108,1.825322224055574,"K,E",Calcium,"Tikta,Lavana",Shita,Madhura,"Snigdha,Manda",Balances Pitta,"Autumn,Spring",Laghu,"Coastal,South India",,Cloves + Tea,"Liver support,Immunity enhancer,Joint health",1 piece
5474,Red Barley,Yava,Grain,345.3656478373881,8.527883323291071,82.76829798048657,3.473281649294371,3.014919887485428,D,"Calcium,Copper,Manganese,Sodium,Iron","Tikta,Katu",Shita,Amla,"Manda,Ruksha","Balances Vata,Aggravates Kapha,Balances Pitta","Spring,Winter",Laghu,"Pan-India,North India",,"Cloves + Tea,Cardamom + Tea",Immunity enhancer,1 cup cooked
5475,Organic Butter,Makkhan,Oil,867.2244651190755,0.0,8.52601898420058,104.22771403664383,0.14824890210665087,"B2,B3",Phosphorus,"Kashaya,Lavana",Shita,Amla,"Ruksha,Teekshna",Reduces Pitta,All,Laghu,"South India,West India","High cholesterol,Kapha imbalance,Obesity",Black pepper + Turmeric,Weight management,1 tsp
5476,Creamy Cream,Creamy Ksheera,Dairy,12.562261370699517,2.099996376654581,14.589341707704598,4.859446585883337,1.9196508611783347,"K,C,B6,A","Copper,Calcium,Manganese","Lavana,Madhura,Kashaya",Ushna,Madhura,"Laghu,Ruksha",Aggravates Vata,"Spring,Autumn",Guru,"Pan-India,East India","Lactose intolerance,Kapha imbalance",Cloves + Tea,"Immunity enhancer,Constipation,Liver support",1 cup
5477,Red Rice,Shali,Grain,332.86459140557656,9.94695693504285,78.99575559611867,4.191861754703845,4.909450035880429,B12,"Iron,Sodium,Calcium,Manganese","Lavana,Amla,Tikta",Ushna,Amla,Laghu,"Aggravates Vata,Aggravates Pitta",Monsoon,Guru,"East India,Coastal",Lactation,"Cumin + Rice,Black pepper + Turmeric","Skin health,Digestive aid,Anemia",100g
5478,Wild Seeds,Wild Kanda,Nut,561.6406605761099,19.098773052949873,25.6219091803826,54.98266310693529,10.28110796697547,,"Iron,Selenium,Manganese","Lavana,Madhura",Shita,Amla,"Teekshna,Manda","Aggravates Vata,Reduces Vata,Balances Kapha",Monsoon,Laghu,South India,,"Milk + Ghee,Cardamom + Tea,Ginger + Honey",Energy booster,30g
5479,Sweet Apple,Sweet Phala,Fruit,40.077663681404275,2.2111634955268045,17.709062401426237,3.664412615353,1.7102436869457511,"E,B3,D,A","Manganese,Potassium,Sodium,Iron","Katu,Kashaya,Madhura",Ushna,Amla,"Snigdha,Ruksha","Balances Kapha,Reduces Pitta","Monsoon,Autumn",Laghu,East India,"High cholesterol,Fever",Ginger + Honey,"Energy booster,Respiratory health",1 cup sliced
5480,Baby Fruit,Baby Mula,Vegetable,26.251223646103938,2.056677772974977,14.211886873430288,4.195412538757647,2.874940874424605,,,"Madhura,Lavana",Ushna,Katu,Laghu,"Balances Kapha,Balances Pitta",Summer,Guru,"Pan-India,South India","Lactation,Pregnancy",Cardamom + Tea,"Skin health,Liver support",1 bowl
5481,Free-range Beef,Free-range Charma,Meat,203.86938146686117,26.358964732665104,1.726493588356199,14.01775222588741,1.009367985947019,,"Selenium,Zinc,Phosphorus,Magnesium,Manganese",Lavana,Shita,Amla,"Snigdha,Manda","Reduces Kapha,Aggravates Vata,Reduces Vata","Summer,Monsoon",Guru,West India,"High cholesterol,Heart disease","Black pepper + Turmeric,Cardamom + Tea","Digestive aid,Energy booster",100g
5482,Red Lentils,Red Mudga,Legume,158.52236359274477,9.063424667451063,15.85376507735945,4.276405354685223,6.665236608230753,C,"Potassium,Copper,Selenium,Zinc,Manganese","Madhura,Tikta",Shita,Katu,Laghu,"Balances Kapha,Reduces Kapha,Aggravates Pitta",Winter,Guru,West India,"Bloating,Gas,Vata imbalance","Cloves + Tea,Milk + Ghee,Cumin + Rice",Cooling agent,1/2 cup cooked
5483,Organic Honey,Madhu,Sweetener,386.7034845006539,0.0,98.00425798215312,0.0,0.3433359726444687,"D,C,A,K","Sodium,Copper,Potassium,Zinc","Amla,Madhura,Lavana",Shita,Katu,"Laghu,Guru",Balances Vata,"Winter,Monsoon",Laghu,East India,"Diabetes,Obesity,Kapha imbalance","Milk + Ghee,Cumin + Rice,Turmeric + Milk","Energy booster,Skin health,Constipation",5g
5484,Ocean Fish,Ocean Kacchap,Fish,226.22483481256387,21.39919292139811,0.0,16.05239447322679,1.464907256250362,"B6,E,A","Manganese,Iron,Potassium","Katu,Madhura",Shita,Madhura,"Snigdha,Guru","Reduces Pitta,Reduces Vata,Aggravates Kapha","Autumn,Spring",Guru,West India,"Ulcer,Infection",Turmeric + Milk,"Stress relief,Energy booster",100g
5485,Red Millet,Red Shali,Grain,339.96062850283516,7.905518849896194,79.45651088032236,5.64738902023031,3.580861848005185,"C,B3,K,E","Selenium,Manganese,Copper","Tikta,Amla",Ushna,Katu,"Ruksha,Teekshna","Balances Vata,Aggravates Pitta","Summer,Monsoon",Laghu,Himalayan,Hypertension,Cardamom + Tea,"Respiratory health,Immunity enhancer,Stress relief",1 bowl
5486,Wild Pork,Wild Asthi,Meat,217.38607150681568,25.31901924222618,0.0,15.529781509617623,0.0,"E,B3,B6,D",,"Amla,Tikta,Katu",Shita,Amla,Manda,"Reduces Pitta,Aggravates Vata,Balances Pitta",Winter,Guru,North India,"High cholesterol,Heart disease","Turmeric + Milk,Ginger + Honey,Black pepper + Turmeric","Constipation,Stress relief",1 fillet
5487,Organic Essence,Organic Phala,Spice,251.6268149978949,11.059774877695641,61.83828825644197,9.29993700947361,25.79797778652075,,"Magnesium,Zinc,Sodium,Copper",Madhura,Shita,Madhura,Laghu,"Balances Pitta,Aggravates Kapha,Reduces Kapha",Monsoon,Laghu,"Pan-India,Himalayan","Pitta imbalance,Lactation,Ulcer,High cholesterol,Allergy,Acidity","Cloves + Tea,Cinnamon + Milk,Cardamom + Tea","Digestive aid,Joint health",1g
5488,Ground Blend,Ground Churna,Spice,331.7252854521944,12.96746172228152,68.87246370070307,6.123456105072378,25.93338312912223,"C,D,B3,K",Calcium,Katu,Shita,Katu,"Guru,Ruksha","Balances Vata,Balances Pitta","All,Summer",Laghu,South India,"Ulcer,Acidity,Pitta imbalance","Milk + Ghee,Cumin + Rice,Cinnamon + Milk","Liver support,Weight management",1 tsp
5489,Baby Flower,Baby Shaka,Vegetable,0.0,0.046354208028082544,6.223553177618237,1.6912901851807889,2.464381942703016,,"Sodium,Selenium,Manganese,Magnesium,Copper",Tikta,Shita,Amla,Snigdha,Reduces Pitta,Monsoon,Laghu,"West India,Pan-India",Allergy,"Ginger + Honey,Cardamom + Tea,Coriander + Coconut",Cooling agent,1 cup
5490,Raw Kernels,Raw Bija,Nut,562.289361331179,21.03653661639753,13.041178615093294,54.866278787353586,10.063564816585428,B1,"Potassium,Iron,Zinc,Calcium,Selenium",Katu,Ushna,Madhura,Teekshna,"Balances Pitta,Balances Vata",Summer,Guru,"Pan-India,Coastal",,Cardamom + Tea,Cooling agent,handful
5491,Farm Fresh Cream,Farm Dugdha,Dairy,55.85862247470245,4.982406820415436,7.171860873248939,7.076993849642167,0.7654425615660017,"B2,C","Copper,Zinc",Katu,Ushna,Amla,Snigdha,"Aggravates Vata,Reduces Vata,Aggravates Pitta",Winter,Guru,Pan-India,"Lactose intolerance,Kapha imbalance","Milk + Ghee,Cloves + Tea","Liver support,Immunity enhancer,Joint health",1 glass
5492,Farm Fresh Butter,Makkhan,Dairy,58.452196297047955,2.025365056779831,0.0,5.026375213689109,0.0,"K,B3,C","Phosphorus,Copper,Zinc,Manganese,Potassium","Madhura,Tikta",Shita,Amla,Snigdha,"Reduces Pitta,Balances Pitta","All,Winter",Laghu,"West India,Pan-India","Lactose intolerance,Kapha imbalance","Turmeric + Milk,Coriander + Coconut","Constipation,Skin health",100ml
5493,Organic Kernels,Organic Phala,Nut,605.583847848361,20.906127455656577,29.60792660132119,51.51664532074456,11.082747854375663,,"Calcium,Magnesium,Sodium","Katu,Lavana",Shita,Amla,Ruksha,"Balances Vata,Aggravates Vata","Winter,Autumn",Guru,Pan-India,"Kidney disease,Thyroid disorder","Cinnamon + Milk,Cardamom + Tea","Constipation,Skin health",30g
5494,Seawater Tuna,Jala,Fish,155.63268831122974,23.25843660435536,7.002846168434715,14.105769089040407,0.06964124117910242,"K,B12,A,E",Magnesium,"Amla,Katu",Ushna,Amla,Guru,"Balances Vata,Reduces Vata,Balances Pitta","All,Winter",Laghu,"South India,Himalayan","Autoimmune condition,Kidney disease,Infection",Coriander + Coconut,"Joint health,Immunity enhancer,Energy booster",100g
5495,Ocean Salmon,Ocean Shaphari,Fish,186.94140752284588,23.091185693345977,1.5795835827420817,12.395092408999371,0.5028985643998924,"D,B1,C","Selenium,Calcium,Manganese,Sodium,Copper","Kashaya,Katu",Shita,Katu,"Laghu,Teekshna",Balances Kapha,All,Laghu,West India,,"Ginger + Honey,Cinnamon + Milk,Cloves + Tea","Constipation,Respiratory health,Immunity enhancer",1 fillet
5496,Organic Flower,Organic Mula,Vegetable,66.51670309668046,1.6059832699323824,7.652836904108575,2.5054677706112036,4.137533314064204,,,"Kashaya,Amla",Ushna,Madhura,"Manda,Teekshna",Aggravates Vata,Autumn,Laghu,West India,"Pregnancy,Acidity,Obesity",Ginger + Honey,"Digestive aid,Weight management,Liver support",1 cup
5497,Ocean Sardine,Ocean Kacchap,Fish,174.6985139171012,23.53514492976238,5.647978745239561,12.438027993276222,0.6787750731717626,,"Potassium,Magnesium,Sodium,Phosphorus,Zinc","Madhura,Kashaya",Shita,Amla,"Ruksha,Snigdha",Balances Vata,All,Laghu,"West India,Pan-India",,"Turmeric + Milk,Coriander + Coconut,Fennel + Mint",Digestive aid,100g
5498,Grass-fed Chicken,Grass-fed Asthi,Meat,289.83858986823384,24.4265665717752,9.967193729457502,16.617722424134378,0.6397805014679321,"K,B6","Copper,Magnesium","Madhura,Lavana,Tikta",Ushna,Katu,Manda,"Balances Vata,Aggravates Kapha","Monsoon,All",Guru,Pan-India,"Fever,Hypertension,High cholesterol,Infection,Heart disease",Cloves + Tea,Joint health,100g
5499,Red Barley,Yava,Grain,302.6295927991956,9.32499212174612,71.97901112754194,5.098297025532084,2.5234333677103478,,"Potassium,Zinc",Lavana,Ushna,Amla,Teekshna,Balances Pitta,Autumn,Laghu,Himalayan,,"Milk + Ghee,Fennel + Mint",Anemia,100g
5500,Creamy Cream,Creamy Dadhi,Dairy,37.294442693171284,3.9612478191913607,0.6553523054197257,6.160017535365856,1.500372354688201,"B3,E,K","Calcium,Copper,Sodium,Iron,Magnesium","Tikta,Madhura,Lavana",Ushna,Katu,Guru,Balances Vata,"Summer,Spring",Laghu,"Himalayan,West India","Lactose intolerance,Kapha imbalance",Turmeric + Milk,Joint health,2 tbsp
5501,Roasted Kernels,Roasted Bija,Nut,636.6470898282878,21.45180545446544,17.863910217344323,49.88722728714634,10.790863009008993,"K,C","Selenium,Copper,Iron,Potassium,Sodium",Madhura,Ushna,Madhura,"Ruksha,Manda","Aggravates Pitta,Reduces Vata",Monsoon,Guru,"West India,North India","Liver disease,Acidity,Thyroid disorder",Ginger + Honey,"Constipation,Anemia",30g
5502,Red Lentils,Red Chanaka,Legume,156.541773240912,9.624756150301886,17.239756959581797,2.3935457657026795,7.706074581669862,,"Selenium,Iron,Manganese","Lavana,Madhura,Tikta",Shita,Amla,Guru,Reduces Kapha,Summer,Guru,"West India,Coastal","Bloating,Gas,Vata imbalance",Cardamom + Tea,Immunity enhancer,1/2 cup cooked
5503,Wild Essence,Wild Phala,Spice,328.39653130748917,13.019549970913742,59.36017291500009,9.192026310947568,25.428156965214853,"K,C,B3,B2",,"Kashaya,Tikta,Katu",Ushna,Katu,Teekshna,Balances Kapha,Spring,Guru,Pan-India,"Ulcer,Acidity,Pitta imbalance","Ginger + Honey,Coriander + Coconut,Cardamom + Tea",Anemia,1g
5504,Brown Quinoa,Brown Shali,Grain,379.7459867378078,9.132924253499322,83.90043649812164,2.980458506326234,2.853181199271286,"B1,B12,B2",Sodium,"Kashaya,Tikta",Shita,Katu,Teekshna,"Aggravates Pitta,Balances Kapha","All,Monsoon",Laghu,West India,"Ulcer,Underweight","Milk + Ghee,Cumin + Rice,Cloves + Tea",Constipation,1 bowl
5505,Wild Citrus,Wild Amritaphala,Fruit,76.19336319258171,0.0,20.088726552871975,3.5287969045404894,2.8700596752618797,,"Copper,Selenium,Phosphorus,Manganese,Sodium","Tikta,Kashaya",Shita,Katu,"Laghu,Guru","Aggravates Pitta,Balances Pitta,Balances Kapha",Autumn,Laghu,West India,"Kidney disease,Thyroid disorder",Coriander + Coconut,Liver support,1 cup sliced
5506,Ocean Sardine,Ocean Matsya,Fish,190.5132343626716,23.947851719646742,0.0,14.019552214772652,0.1759157121367052,"K,C","Phosphorus,Potassium",Katu,Shita,Madhura,Laghu,"Reduces Kapha,Reduces Pitta,Aggravates Vata","All,Winter",Guru,"South India,East India",,"Cumin + Rice,Ginger + Honey",Digestive aid,1 fillet
5507,Seawater Sardine,Jala,Fish,233.96140602064006,21.412166638154638,0.0,15.183298205331145,1.236340032481078,B3,Copper,"Lavana,Amla",Shita,Madhura,Ruksha,Reduces Kapha,Autumn,Laghu,Pan-India,,"Black pepper + Turmeric,Ginger + Honey,Turmeric + Milk","Liver support,Joint health,Energy booster",100g
5508,Himalayan Essence,Himalayan Phala,Spice,276.1235820200036,12.58976238904463,50.7769810843466,4.997537634996547,24.61840029827656,"B1,B2",,"Lavana,Kashaya",Shita,Amla,"Teekshna,Ruksha","Balances Kapha,Reduces Kapha,Reduces Vata",Monsoon,Laghu,North India,"Ulcer,Acidity,Pitta imbalance",Cloves + Tea,"Stress relief,Immunity enhancer,Digestive aid",1 tsp
5509,Crystallized Syrup,Crystallized Guda,Sweetener,394.449875657459,1.6019106743883298,98.561982093077,1.4642663899661992,0.5127521221163873,"B6,A,K,D","Manganese,Calcium,Selenium","Katu,Amla",Ushna,Amla,Laghu,"Balances Vata,Aggravates Pitta,Balances Kapha",Monsoon,Laghu,Himalayan,"Diabetes,Obesity,Kapha imbalance","Coriander + Coconut,Cloves + Tea,Black pepper + Turmeric",Cooling agent,5g
5510,Bitter Berry,Bitter Phala,Fruit,33.19376469417901,0.6355406833967812,12.472158337156971,3.5002937745103972,2.535453859372354,"B1,C,B2","Copper,Manganese,Iron,Phosphorus","Madhura,Amla,Lavana",Ushna,Madhura,Teekshna,"Balances Pitta,Balances Kapha",Monsoon,Laghu,"South India,East India",,"Fennel + Mint,Cloves + Tea",Anemia,100g
5511,Organic Cheese,Organic Ksheera,Dairy,40.19874640970535,4.163571292920922,5.5200618854315735,4.711612049755418,0.7304420660279218,"B3,B2",,"Kashaya,Katu,Lavana",Ushna,Amla,Teekshna,"Aggravates Vata,Reduces Pitta",All,Laghu,East India,"Lactose intolerance,Kapha imbalance","Black pepper + Turmeric,Ginger + Honey","Skin health,Joint health,Cooling agent",1 cup
5512,Grass-fed Lamb,Grass-fed Mamsa,Meat,252.33071765644743,26.401836114015573,0.0,14.441993753256838,1.9969892217609022,"B3,B12,K,B2","Manganese,Sodium,Copper,Magnesium,Iron",Madhura,Shita,Amla,"Ruksha,Snigdha","Balances Vata,Aggravates Pitta,Reduces Kapha",Monsoon,Laghu,Pan-India,"High cholesterol,Heart disease","Black pepper + Turmeric,Cardamom + Tea,Turmeric + Milk",Joint health,100g
5513,Tropical Citrus,Tropical Phala,Fruit,54.80065726872152,2.217879701916199,10.266430192908093,4.6923045361250555,2.3965274877476532,,"Manganese,Iron,Selenium,Phosphorus,Potassium",Lavana,Ushna,Amla,"Laghu,Snigdha","Aggravates Pitta,Reduces Vata,Aggravates Kapha","Summer,Autumn",Guru,East India,,"Cardamom + Tea,Coriander + Coconut",Respiratory health,100g
5514,Grass-fed Lamb,Grass-fed Mamsa,Meat,285.7484768209137,24.700193078486713,0.0,18.215774249255812,1.3375483870315121,"B6,E,B2,B3","Sodium,Magnesium,Selenium","Amla,Katu",Shita,Amla,"Snigdha,Guru",Balances Kapha,"Spring,Autumn",Laghu,South India,"High cholesterol,Heart disease","Milk + Ghee,Ginger + Honey,Fennel + Mint","Weight management,Skin health,Digestive aid",1 piece
5515,Tropical Berry,Tropical Phala,Fruit,83.22992252821113,0.8496691053268464,21.078216517052528,2.3712360275732536,2.9166628866156605,"A,D,B1,B12",,"Amla,Lavana",Ushna,Madhura,"Laghu,Guru","Reduces Vata,Reduces Pitta,Reduces Kapha",All,Laghu,"Coastal,North India","Ulcer,Liver disease,Thyroid disorder","Ginger + Honey,Fennel + Mint,Cumin + Rice","Stress relief,Joint health",1 medium
5516,Cold-pressed Oil,Taila,Oil,887.0088554294847,0.0,7.4812165868904295,99.327826697582,1.1525966121716926,,"Magnesium,Selenium,Calcium,Sodium",Kashaya,Shita,Katu,"Laghu,Manda","Aggravates Pitta,Balances Kapha,Reduces Pitta","Summer,Monsoon",Laghu,South India,"High cholesterol,Kapha imbalance,Obesity",Black pepper + Turmeric,"Skin health,Respiratory health",1 tsp
5517,Tropical Apple,Tropical Falasava,Fruit,71.99181054164131,0.5883746122388807,17.25717569737366,0.6795632152727267,1.693046234841114,"B2,B12","Magnesium,Manganese,Calcium,Phosphorus,Iron","Amla,Madhura,Lavana",Shita,Amla,Snigdha,"Aggravates Kapha,Aggravates Vata","All,Autumn",Laghu,"East India,North India",,"Fennel + Mint,Milk + Ghee,Coriander + Coconut","Digestive aid,Joint health,Respiratory health",100g
5518,Bitter Citrus,Bitter Amritaphala,Fruit,26.051048933856265,0.4402190846269278,15.138840249005295,0.545077184951434,1.967650949209336,"B3,C,E",Calcium,"Madhura,Lavana,Amla",Ushna,Amla,"Teekshna,Ruksha","Reduces Vata,Aggravates Pitta,Aggravates Vata",All,Guru,Pan-India,"Ulcer,Infection",Coriander + Coconut,Cooling agent,100g
5519,Ocean Mackerel,Ocean Shaphari,Fish,156.40880762192964,23.29325855394635,8.36814439553233,11.725253565191675,1.836582371809027,B1,"Sodium,Calcium,Magnesium","Kashaya,Lavana",Shita,Katu,Snigdha,"Balances Kapha,Balances Pitta,Reduces Vata",All,Guru,"Himalayan,Pan-India",,"Ginger + Honey,Cardamom + Tea,Cloves + Tea","Energy booster,Immunity enhancer,Joint health",1 fillet
